GENEID	MUTSAMPLES	ZSCOREEXT	QVEXT	ZSCOREPOOLED	PVPOOLED	ZSCORECOSMIC	PVCOSMIC	ZSCOREINT	PVINT	PROJECTID
ENSG00000100558	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100564	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100578	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100592	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100596	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100601	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100603	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100605	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100612	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100625	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100626	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100628	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100629	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100647	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100652	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100665	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100678	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100697	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100714	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100722	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100726	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100731	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100739	4	0.405804736356458	0.371018954856361	-0.474246138438559	0.6823378	-1.85640242981585	0.96830189	-1.15235012934042	0.8754114	serous_ovarian_carcinoma_TCGA
ENSG00000100767	3	-1.14972536842182	0.875977532237674	-1.03779796835156	0.8503179	-2.5680743436396	0.994886739	-1.93918181024132	0.9737604	serous_ovarian_carcinoma_TCGA
ENSG00000100784	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100796	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100802	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100804	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100813	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100814	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100815	5	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100823	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100836	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100852	3	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100867	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100883	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100884	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100888	6	3.46919501357532	0.00110545496470588	1.61458496224042	0.0532003	0.414650609270711	0.3391988	1.08314853273234	0.1393712	serous_ovarian_carcinoma_TCGA
ENSG00000100889	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100926	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100934	4	3.94237837197781	0.000266235948	1.63320902047009	0.05121252	1.06118226012912	0.1443035	1.37991899282731	0.08380579	serous_ovarian_carcinoma_TCGA
ENSG00000100938	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100941	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100968	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100979	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100983	3	2.17505991768443	0.0253385432397408	0.78719356862181	0.2155843	-0.13947767519173	0.5554637	0.367610478606401	0.3565819	serous_ovarian_carcinoma_TCGA
ENSG00000100985	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000100987	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101003	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101004	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101017	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101040	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101052	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101057	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101076	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101079	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101096	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101098	4	2.41129105084464	0.01573719642	1.23957634814611	0.1075661	0.613155639127316	0.2698867	0.764275164783797	0.2223516	serous_ovarian_carcinoma_TCGA
ENSG00000101104	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101109	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101115	4	1.07158186574041	0.171907475229358	0.051936032022183	0.4792898	-1.29368267089875	0.90211247	-0.59123017900744	0.7228169	serous_ovarian_carcinoma_TCGA
ENSG00000101126	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101134	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101150	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101158	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101161	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101162	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101187	3	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101191	5	2.51968810317257	0.012403655616	1.26329638435627	0.1032413	0.411418435185686	0.3403829	0.703448117689688	0.2408883	serous_ovarian_carcinoma_TCGA
ENSG00000101194	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101198	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101199	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101203	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101213	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101216	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101224	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101251	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101255	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101265	3	1.63684895897519	0.070877056056338	0.562528227481172	0.2868781	-0.493320656929198	0.689107	0.0522366045607722	0.4791701	serous_ovarian_carcinoma_TCGA
ENSG00000101266	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101276	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101280	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101292	5	4.67117630749704	2.371880016e-05	2.37376741302084	0.008803819	1.9532616957611	0.0253943	2.16749513578467	0.01509856	serous_ovarian_carcinoma_TCGA
ENSG00000101298	4	3.37555453926329	0.0014733416	1.70326780141048	0.04425898	1.13224724289116	0.1287653	1.38373199201695	0.08322027	serous_ovarian_carcinoma_TCGA
ENSG00000101306	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101307	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101310	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101311	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101321	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101323	3	2.45388970638519	0.0144234141030928	1.08036055171103	0.1399908	0.358877813722393	0.3598432	0.633588138989926	0.2631748	serous_ovarian_carcinoma_TCGA
ENSG00000101327	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101331	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101333	3	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101336	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101342	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101343	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101349	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101350	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101361	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101384	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101391	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101407	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101421	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101425	4	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101447	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101457	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101474	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101489	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101493	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101542	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101544	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101546	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101557	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101577	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101596	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101605	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101638	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101639	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101665	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101670	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101680	3	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101745	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101746	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101751	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101752	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101773	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101782	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101812	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101825	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101842	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101843	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101849	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101850	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101868	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101871	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101882	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101883	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101888	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101892	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101916	4	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101928	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101935	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101940	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101958	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101966	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000101972	4	3.8916818869557	0.000312876834285714	1.59735691710718	0.05509309	1.13026627719857	0.129182	1.3393275793497	0.09023203	serous_ovarian_carcinoma_TCGA
ENSG00000101974	3	2.44510787745126	0.0147036648	0.852384645768638	0.1970003	-0.0718737640762664	0.5286488	0.513516495602241	0.303795	serous_ovarian_carcinoma_TCGA
ENSG00000101981	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102001	3	3.66158851908794	0.000636281123076923	1.65150638454103	0.04931761	1.22199955007291	0.1108539	1.39793461904772	0.08106635	serous_ovarian_carcinoma_TCGA
ENSG00000102003	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102010	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102021	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102030	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102032	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102034	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102038	4	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102043	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102054	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102057	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102076	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102078	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102081	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102103	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102104	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102128	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102144	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102172	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102174	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102181	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102189	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102195	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102226	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102239	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102241	3	3.27647300337181	0.00194506983925234	1.77557024481104	0.03790189	1.19577811505088	0.1158916	1.41509726587637	0.07851999	serous_ovarian_carcinoma_TCGA
ENSG00000102243	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102271	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102287	4	4.0929216473058	0.000160652146285714	2.17822539830614	0.01469463	1.77475022215154	0.03796957	1.94290780321138	0.02601365	serous_ovarian_carcinoma_TCGA
ENSG00000102302	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102312	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102313	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102316	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102349	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102359	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102362	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102383	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102385	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102390	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102401	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102409	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102452	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102466	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102468	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102471	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102524	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102539	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102554	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102572	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102595	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102606	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102699	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102755	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102763	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102780	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102786	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102805	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102858	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102870	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102890	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102891	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102893	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102900	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102908	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102921	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102935	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102970	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102974	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102977	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102981	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102984	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000102996	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103021	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103023	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103034	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103037	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103042	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103056	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103061	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103066	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103067	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103091	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103126	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103148	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103152	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103154	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103168	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103175	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103184	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103197	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103199	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103222	5	3.13803604712022	0.00285395119322034	1.29178841257204	0.09821521	0.503727580889036	0.3072264	1.00822612161215	0.156673	serous_ovarian_carcinoma_TCGA
ENSG00000103227	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103241	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103249	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103264	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103274	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103310	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103313	3	1.18276825294993	0.146811887323944	0.283165368853486	0.388525	-0.552273356709513	0.7096195	-0.330848858555104	0.6296207	serous_ovarian_carcinoma_TCGA
ENSG00000103319	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103342	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103351	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103365	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103404	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103423	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103429	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103449	3	2.35058695259206	0.0178856768385542	0.998017287357834	0.1591355	0.174221390309716	0.4308457	0.557600630639936	0.2885586	serous_ovarian_carcinoma_TCGA
ENSG00000103479	3	2.53467789941323	0.0120135043018868	1.30327193049064	0.09624097	0.456261290946781	0.324101	0.791971051944721	0.2141888	serous_ovarian_carcinoma_TCGA
ENSG00000103489	4	2.60782189752883	0.0105817192258065	1.02746516752988	0.1521007	0.19545956572293	0.4225166	0.541154698229441	0.2942005	serous_ovarian_carcinoma_TCGA
ENSG00000103494	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103495	-	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103510	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103512	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103522	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103528	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103544	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103546	3	2.76404617786389	0.00736398246254072	1.18406740425926	0.1181932	0.638011821251288	0.261733	0.821799131227188	0.2055956	serous_ovarian_carcinoma_TCGA
ENSG00000103569	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103599	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103647	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103657	5	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103707	3	4.14024583707805	0.000141634829690722	2.11964783503724	0.01701788	1.70901253804195	0.04372431	1.86437014183401	0.03113487	serous_ovarian_carcinoma_TCGA
ENSG00000103710	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103723	4	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103740	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103742	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103855	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103888	1	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103966	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
ENSG00000103994	3	-0.128171185135349	0.570440018823529	-0.621075270230181	0.732725	-1.75256343390526	0.96016151	-1.33165250439041	0.9085128	serous_ovarian_carcinoma_TCGA
ENSG00000104043	2	-	-	-	-	-	-	-	-	serous_ovarian_carcinoma_TCGA
